,ID,Title,Summary,Species,Accession,Date,RelevanceScore,IndividualScore1,IndividualScore2,IndividualScore3,Justification1,Justification2,Justification3
10,200267325,RNA profiling of CSF resident macrophages and monocyte-macrophages from leptomeningeal metastasis mice,"We investigated the functional effect of dura-derived leptomeningeal matastasis (LM)-associated macrophages (dLAMs) on the cerebrospinal fluid (CSF) niche during LM outgrowth. Using lung cancer leptomeningeal metastasis models of Cx3cr1CreER:mTmG mice with tamoxifen administration, we achieved dLAMs and monocyte-macrophages via fluorescence-activated cell sorting (FACS). Then we performed bulk RNAseq analysis for these two cell populations.",Mus musculus,GSE267325,2024/07/24,0.3,1,0,0,"Attempt 1: Score 1 - This dataset studies macrophages in the context of leptomeningeal metastasis, which is unrelated to lung cancer or immunotherapy. The focus on CSF macrophages does not align with the query.","Attempt 2: Score 0 - This dataset investigates macrophages in leptomeningeal metastasis but does not focus on lung cancer or immunotherapy, resulting in no relevance.","Attempt 3: Score 0 - This dataset investigates macrophages in leptomeningeal metastasis models, which is unrelated to lung cancer or immunotherapy. The focus is on macrophage function, not relevant to the query."
11,200269782,Defective N-Glycosylation of IL6 Induces Metastasis and Tyrosine Kinase Inhibitor Resistance in Lung Cancer,"The biological consequences of various IL-6 glycoforms are unknown. To uncover the function of N-glycosylation of IL-6 in lung cancer, we compare the gene expression profiles in NSCLC cells induced by conditioned medium containing IL-6 with complete N-glycosylation (NG-IL6) or defective N-glycosylation (deNG-IL6).",Homo sapiens,GSE269782,2024/07/16,6.0,3,8,7,"Attempt 1: Score 3 - This dataset investigates IL-6 in lung cancer, which is relevant to the query about lung cancer. However, it does not directly address immunotherapy, limiting its applicability.","Attempt 2: Score 8 - This dataset explores IL-6's role in lung cancer metastasis and resistance to therapies, making it highly relevant to the query regarding lung cancer immunotherapies.","Attempt 3: Score 7 - This dataset explores IL-6 glycosylation in lung cancer, which is relevant to the query about lung cancer immunotherapy. The biological concepts include lung cancer and IL-6, aligning well with the focus on immunotherapy."
12,200234818,Faecalibaterium prausnitzii strain EXL01 boosts efficacy of Immune Checkpoint Inhibitors,"Gut microbiota impacts responses to immune checkpoint inhibitors (ICI). High level of Faecalibacterium prausnitzii has been associated with a positive response to ICI in multiple cancer types. Here, we show in two independent cohorts of patients with non-small cell lung cancer and advanced melanoma that high level of F. prausnitzii at baseline is positively associated with a better clinical response to ICI. In a mouse preclinical model, we show that the F. prausnitzii strain EXL01, already in clinical development for Inflammatory Bowel Disease, restores the anti-tumor response to ICI in the context of antibiotic-induced microbiota perturbation at clinical and tumor transcriptomics level. In vitro, EXL01 strain enhances T cell activation in the presence of ICI. Interestingly, oral administration of EXL01 strain is not associated with a change in fecal microbiota diversity or composition suggesting a direct effect on immune cells in the small intestine.",Mus musculus,GSE234818,2024/07/10,9.0,9,9,9,Attempt 1: Score 9 - This dataset is extremely relevant as it explores the impact of gut microbiota on responses to immune checkpoint inhibitors in non-small cell lung cancer. It directly addresses the query regarding immunotherapy for lung cancer.,"Attempt 2: Score 9 - This dataset examines the gut microbiota's impact on immune checkpoint inhibitors in lung cancer, showing a strong relevance to the query about immunotherapies for lung cancer.","Attempt 3: Score 9 - This dataset examines the impact of gut microbiota on responses to immune checkpoint inhibitors in lung cancer, making it extremely relevant to the query. The biological concepts include lung cancer and immune checkpoint inhibitors, closely aligning with the focus on immunotherapy."
13,200271672,Exosomal miR-194 from adipose-derived stem cells impedes hypertrophic scar formation through targeting TGF-β1 [miRNA],"Hypertrophic scars, which result from aberrant fibrosis and disorganized collagen synthesis by skin fibroblasts, emerge due to disrupted wound healing processes. These scars present significant psychosocial and functional challenges to affected individuals. The current treatment limitations largely arise from an incomplete understanding of the underlying mechanisms of hypertrophic scar development. Recent studies, however, have shed light on the potential of exosomal non-coding RNAs interventions to mitigate hypertrophic scar proliferation. This research assesses the impact of exosomes derived from adipose-derived stem cells (ADSCs-Exos) on hypertrophic scar formation using a rabbit ear model. We employed Hematoxylin and Eosin staining, Masson’s Trichrome staining, and Immunohistochemical staining techniques to track scar progression. Our comprehensive analysis encompassed the differential expression of non-coding RNAs, enrichment analyses of functional pathways, protein-protein interaction studies, and miRNA-mRNA interaction investigations. The results reveal a marked alteration in the expression levels of long non-coding RNAs and microRNAs following ADSCs-Exos treatment, with little changes observed in circular RNAs. Notably, miR-194 emerges as a critical regulator within the signaling pathways that govern hypertrophic scar formation. Dual-luciferase assays indicated a significant reduction in the promoter activity of TGF-β1 after miR-194 overexpression. Quantitative reverse transcription PCR and Western blotting assays further validated the decrease in TGF-β1 expression in the treated samples. Moreover, the treatment resulted in diminished levels of inflammatory markers IL-1β, TNF-α, and IL-10. In vivo evidence strongly supports the role of miR-194 in attenuating hypertrophic scar formation through the suppression of TGF-β1. Our findings endorse the strategic use of ADSCs-Exos, particularly through miR-194 modulation, as an effective strategy for reducing scar formation and lowering pro-inflammatory and fibrotic indicators like TGF-β1. Therefore, this study advocates for the targeted application of ADSCs-Exos, with an emphasis on miR-194 modulation, as a promising approach to managing proliferative scarring.",Oryctolagus cuniculus,GSE271672,2024/07/24,0.3,1,0,0,"Attempt 1: Score 1 - This dataset focuses on hypertrophic scars and exosomal miR-194, which is unrelated to lung cancer or immunotherapy. The biological concepts do not connect to the query.","Attempt 2: Score 0 - This dataset focuses on hypertrophic scars and does not relate to lung cancer or immunotherapy, leading to no relevance.","Attempt 3: Score 0 - This dataset focuses on hypertrophic scars and adipose-derived stem cells, which are unrelated to lung cancer or immunotherapy. The biological concepts are centered around wound healing, lacking relevance to the query."
14,200234159,Radiation dose heterogeneity primes response to immune checkpoint blockade to generate anti-tumor immunity [scRNA-Seq],"The immunologic effects of radiation (RT) are influenced by dose and each may be optimized over a unique dose range. We hypothesized that delivering a heterogenous dose of RT would enhance anti-tumor immunity compared to homogenous RT in combination with immune checkpoint blockade (ICI). Using a point source, we delivered a spectrum of dose (~2-32 Gy) to the primary tumor and observed superior systemic immunity in models of metastatic cancer compared to low (2 Gy), moderate (8 Gy), or high (20 Gy) dose homogenous RT. Heterogeneity in RT dose resulted in spatial heterogeneity in gene expression and immune cell infiltration. Moreover, heterogenous RT optimally engaged multiple immune signaling pathways with diverse dose response relationships whereas responses to homogenous RT treatment groups were limited. Single cell RNAseq demonstrated unique enrichment of immune cell populations between each homogenous RT dose group, with several of these dose-dependent changes also represented in the heterogeneously treated tumors, with engagement of both lymphoid and myeloid compartments. This optimized activation of multiple immune mechanisms with distinct dose-dependent profiles within a single tumor may underlie a greater capacity of RT heterogeneity to augment anti-tumor immune response when combined with ICI, as compared to homogenous dose RT.",Mus musculus,GSE234159,2024/07/12,1.3,4,0,0,"Attempt 1: Score 4 - This dataset examines the effects of radiation dose heterogeneity on anti-tumor immunity in the context of immune checkpoint blockade. While it relates to immunotherapy, it does not specifically focus on lung cancer, which limits its relevance.","Attempt 2: Score 0 - This dataset studies the effects of radiation on immune responses but does not specifically address lung cancer or immunotherapy, resulting in no relevance.","Attempt 3: Score 0 - This dataset investigates radiation dose effects on immune responses, which does not specifically address lung cancer or immunotherapy. The biological concepts are more general and not directly applicable to the query."
15,200270333,Methionine Restriction Reduces Lung Cancer Progression and Increases Chemotherapy Response,Methionine restriction sensitizes A549 cells with and without LKB1 to chemotherapy,Homo sapiens,GSE270333,2024/07/19,1.0,3,0,0,"Attempt 1: Score 3 - This dataset discusses methionine restriction in lung cancer, which is relevant to the query. However, it does not address immunotherapy directly, limiting its applicability.","Attempt 2: Score 0 - This dataset focuses on methionine restriction in lung cancer but does not address immunotherapy, leading to no relevance.","Attempt 3: Score 0 - This dataset focuses on methionine restriction in lung cancer but does not directly relate to immunotherapy. While it involves lung cancer, the lack of a direct connection to immunotherapy limits its relevance."
16,200269746,Detecting small cell transformation in patients with advanced EGFR mutant lung adenocarcinoma through epigenomic cfDNA profiling,"Histologic transformation to small cell lung cancer (SCLC) is an increasingly common resistance mechanism to EGFR tyrosine kinase inhibitors in EGFR mutant lung adenocarcinoma (LUAD) that is underdiagnosed in clinical practice due to the requirement for tissue biopsy. Early and accurate detection of transformed (t)SCLC has important prognostic and therapeutic implications. To address this unmet need, we first comprehensively profiled the epigenomes of metastatic lung tumors finding widespread epigenomic reprogramming during histologic transformation from LUAD to SCLC. We then utilized a novel approach for epigenomic profiling of cell-free DNA, which discriminated patients with EGFR mutant tSCLC from patients with EGFR mutant LUAD with greater than 90% accuracy. This first demonstration of the ability to accurately, and non-invasively, detect small cell transformation in patients with EGFR mutant LUAD through epigenomic cfDNA profiling is a critical step towards a new paradigm of diagnostic and therapeutic precision for patients with advanced lung cancer.",Homo sapiens,GSE269746,2024/06/20,9.3,9,9,10,"Attempt 1: Score 9 - This dataset focuses on detecting small cell transformation in advanced lung adenocarcinoma, which is highly relevant to lung cancer. It discusses epigenomic profiling in the context of lung cancer treatment, aligning closely with the query.","Attempt 2: Score 9 - This dataset investigates the detection of small cell transformation in lung adenocarcinoma, which is highly relevant to the query regarding lung cancer and its treatment.","Attempt 3: Score 10 - This dataset provides insights into detecting small cell transformation in lung adenocarcinoma through epigenomic profiling, which is directly relevant to lung cancer and its treatment. The biological concepts align perfectly with the query's focus on lung cancer immunotherapy."
17,200249362,Non-Canonical BAF and mSWI/SNF Regulates POU2F3 and are Selective Targetable Dependencies for POU2F3-Positive Small Cell Lung Cancer,"~12% of SCLCs are marked by the lineage transcription factor POU2F3, which is essential in all POU2F3-positive SCLCs. Thus, approaches to directly or indirectly inhibit POU2F3 could lead to new therapeutic strategies for POU2F3-positive SCLCs. Here we use a positive selection screening strategy where endogenous POU2F3 is fused to the suicide gene DCK*. Cells that express endogenous POU2F3-DCK* are killed in the presence of the nucleoside analog BVdU and only cells that downregulate the POU2F3-DCK* fusion survive. Genome-wide CRISPR/Cas9 resistance screens with BVdU in POU2F3-DCK* cells uncovered that inactivation of SMARCD1 or BRD9, both components of the non-canonical BAF (ncBAF) complex, markedly downregulate endogenous POU2F3. We find that all POU2F3-positive SCLC cell lines relative to ASCL1-positive and NEUROD1-positive cell lines, are exquisitely sensitive to mSWI/SNF complex inhibition using SMARCA2/4 inhibitors; while pure non-neuroendocrine POU2F3-positive SCLC cell lines are highly sensitive to ncBAF complex inhibition using highly selective BRD9 degraders. Mechanistically, BRD9 binds and regulates POU2F3 target genes including POU2F3 itself. BRD9 degraders or SMARCA2/4 inhibitors robustly decrease accessibility of POU2F3 target genes effectively shutting off POU2F3 function. Moreover, BRD9 degraders or SMARCA2/4 inhibitors decrease tumor growth and increase survival of mice bearing non-neuroendocrine POU2F3 xenografts. This works shows that mSWI/SNF and ncBAF tightly regulate POU2F3 expression and activity and nominate mSWI/SNF or ncBAF inhibition as druggable therapeutic strategies to selectively target POU2F3-positive SCLCs.",Homo sapiens,GSE249362,2024/06/14,8.7,8,9,9,"Attempt 1: Score 8 - This dataset investigates POU2F3-positive small cell lung cancer and its targetable dependencies, which is highly relevant to lung cancer and potential therapeutic strategies. It aligns well with the query regarding immunotherapy.","Attempt 2: Score 9 - This dataset focuses on targeting dependencies in small cell lung cancer, which is directly relevant to immunotherapy strategies for lung cancer.","Attempt 3: Score 9 - This dataset explores POU2F3-positive small cell lung cancer and its therapeutic strategies, making it extremely relevant to the query. The biological concepts include lung cancer and potential therapeutic targets, aligning closely with the focus on immunotherapy."
18,200233097,STAT3 inhibition permits epigenetic reprogramming and TLR9/IRF8-driven differentiation of inv(16) acute myeloid leukemia [RRBS],"Cultured acute myeloid leukemia (AML) blasts can differentiate into antigen-presenting cells but achieving leukemic cell immunogenicity proved challenging in clinical setting. Despite expressing multiple immunostimulatory receptors, such as Toll-like Receptor 9 (TLR9), AML cells resist immunostimulation. We previously demonstrated that eliminating Signal Transducer and Activator of Transcription 1 and 3 (STAT1/3) signaling in AML cells using decoy DNA strategy (CpG-STAT3dODN) synergized with TLR9 stimulation and resulted in T cell-mediated leukemia regression. Here, we interrogated the molecular underpinnings of CpG-STAT3dODN-driven differentiation and immunogenicity of mouse Cbfb/MYH11/Mpl AML. The transcriptional profiling of AML cells isolated from mice after inducible Stat3 silencing plus TLR9 stimulation or CpG-STAT3dODN treatment, revealed comparable upregulation of genes related to myeloid cell differentiation (Irf8, Cebpa) and immune stimulation (Gadd45a, Ciita, Il12a, Ifng) but decreased expression of leukemia-promoting Runx1 and Run1t1. The conditional Irf8 silencing in AML cells almost completely abrogated TLR9-driven leukemia cell differentiation. The AML cell reprogramming by CpG-STAT3dODN was likely regulated epigenetically as revealed by reduced global promoter hypomethylation of crucial myeloid cell differentiation and immune activation genes. These changes were associated with reduced expression of known STAT3 targets, DNMT1 and DNMT3a/b. Finally, we provide initial evidence of anti-leukemic effects of CpG-STAT3 inhibitor against human AML model in humanized mice. Our studies suggest that, beyond oncogenic functions, STAT3 in AML cells may be a primary checkpoint in control of immune-stimulatory and differentiation driving effects. These findings support further development of CpG-STAT3 inhibitors as a new bi-functional agents for AML immunotherapy.",Mus musculus,GSE233097,2024/07/23,0.3,1,0,0,Attempt 1: Score 1 - This dataset focuses on AML and does not relate to lung cancer or immunotherapy. The biological concepts do not align with the research query.,"Attempt 2: Score 0 - Similar to ID 200233096, this dataset focuses on acute myeloid leukemia and does not pertain to lung cancer or immunotherapy, leading to no relevance.","Attempt 3: Score 0 - Similar to ID 200233096, this dataset focuses on AML and does not relate to lung cancer or immunotherapy. The biological concepts are centered on AML differentiation and immune stimulation, which are not applicable to the query."
19,200270740,Ceramide metabolism alterations contribute to Tumor Necrosis Factor-induced melanoma dedifferentiation and predict resistance to immune checkpoint inhibitors in advanced melanoma patients [A375],"Introduction: Advanced cutaneous melanoma is a skin cancer characterized by a poor prognosis and high metastatic potential. During metastatic spread, melanoma cells often undergo dedifferentiation toward an invasive phenotype, resulting in reduced expression of microphthalmia-associated transcription factor (MITF)-dependent melanoma antigens and facilitating immune escape. Tumor Necrosis Factor (TNF) is known to be a key factor in melanoma dedifferentiation. Interestingly, accumulating evidence suggests that TNF may play a role in melanoma progression and resistance to immunotherapies. Additionally, TNF has been identified as a potent regulator of sphingolipid (SL) metabolism, which could contribute to melanoma aggressiveness and the process of melanoma dedifferentiation. Methods: We conducted RNA sequencing and mass spectrometry analyses to investigate TNF-induced dedifferentiation in two melanoma cell lines. In vitro experiments were performed to manipulate sphingolipid metabolism using genetic or pharmacologic alterations in combination with TNF treatment, aiming to elucidate the potential involvement of this metabolism in TNF-induced dedifferentiation. Lastly, to evaluate the clinical significance of our findings, we performed unsupervised analysis of plasma sphingolipid levels in 48 patients receiving treatment with immune checkpoint inhibitors, either alone or in combination with anti-TNF therapy. Results: Herein, we demonstrate that TNF-induced melanoma cell dedifferentiation is associated with a global modulation of sphingolipid metabolism. Specifically, TNF decreases the expression and activity of acid ceramidase (AC), encoded by the ASAH1 gene, while increasing the expression of glucosylceramide synthase (GCS), encoded by the UGCG gene. Remarkably, knockdown of AC alone via RNA interference is enough to induce melanoma cell dedifferentiation. Furthermore, treatment with Eliglustat, a GCS inhibitor, inhibits TNF-induced melanoma cell dedifferentiation. Lastly, analysis of plasma samples from patients treated with immune checkpoint inhibitors, with or without anti-TNF therapy, revealed significant predictive sphingolipids. Notably, the top 8 predictive sphingolipids, including glycosphingolipids, were associated with a poor response to immunotherapy. Discussion: Our study highlights that ceramide metabolism alterations are causally involved in TNF-induced melanoma cell dedifferentiation and suggests that the evolution of specific ceramide metabolites in plasma may be considered as predictive biomarkers of resistance to immunotherapy.",Homo sapiens,GSE270740,2024/07/24,1.3,2,1,1,"Attempt 1: Score 2 - This dataset discusses ceramide metabolism in melanoma and its resistance to immune checkpoint inhibitors, which is somewhat relevant to immunotherapy but not to lung cancer specifically.","Attempt 2: Score 1 - This dataset discusses melanoma and immune checkpoint inhibitors, which is somewhat related to immunotherapy, but it does not specifically address lung cancer, making it only minimally relevant.","Attempt 3: Score 1 - This dataset discusses melanoma and immune checkpoint inhibitors, which is somewhat related to immunotherapies but does not specifically address lung cancer. The primary biological concepts involve melanoma and TNF, which do not align with the query's focus on lung cancer."
20,200271085,Personalized dendritic cell vaccine facilitates the preparation of neoantigen-reactive T cells for adoptive transfer (scRNA-Seq),"Adoptive cell transfer (ACT) using neoantigen-specific T cells is an effective immunotherapeutic strategy. However, the difficulty in identifying and screening neoantigen-specific T cells limits its widespread application. Here, we prepared neoantigen-reactive T cells (NRTs) after immunization with a tumor lysate-loaded dendritic cell (DC) vaccine (OCDC) for ACT. Our results demonstrated that the OCDC vaccine could induce a neoantigen-specific immune response, and it was feasible to prepare NRTs by loading immunogenic neoantigens onto DCs and coculturing them with spleen lymphocytes from mice immunized with the OCDC vaccine. We then transferred these NRTs back to the LL/2 tumor-bearing mice after OCDC vaccine immunization and found that OCDC vaccine and NRTs adoptive transfer combination treatment could induce a stronger antitumor response. Furthermore, we found that infused NRTs could migrate into the tumor microenvironment to exert antitumor effects. Our research provides a new and convenient method of preparing NRTs for ACT. The clinical translation of this approach has the potential to increase ACT efficacy.",Mus musculus,GSE271085,2024/07/05,4.3,5,4,4,"Attempt 1: Score 5 - This dataset focuses on adoptive cell transfer using neoantigen-specific T cells, which is relevant to immunotherapy strategies. However, it primarily involves mouse models (Mus musculus) and does not specifically address lung cancer, limiting its direct applicability to the research query.","Attempt 2: Score 4 - This dataset focuses on a dendritic cell vaccine and neoantigen-reactive T cells for adoptive cell transfer, which relates to immunotherapy. However, it does not specifically address lung cancer, which is the primary focus of the query. The species studied is Mus musculus, which is relevant for preclinical studies but may not directly translate to human lung cancer therapies.","Attempt 3: Score 4 - This dataset focuses on immunotherapy using dendritic cell vaccines and neoantigen-reactive T cells, which is relevant to the broader context of immunotherapies. However, it does not specifically address lung cancer, limiting its direct applicability to the query."
21,200241625,Loss of Elp3 impairs the immune response to helminths by blocking intestinal tuft cell differentiation,"Intestinal tuft cells are critical in anti-helminth immunity by producing IL-25, which triggers IL-13 secretion by activated group 2 innate lymphoid cells (ILC2s) in order to ultimately expand both goblet and tuft cells. Translational reprogramming is involved in intestinal tuft cell differentiation but the role of tRNA modifications in this process is unknown. We show here that epithelial Elp3, a tRNA-modifying enzyme, promotes tuft cell differentiation and is consequently critical for IL-25 production, ILC2 activation, goblet cell expansion and control of N. brasiliensis infection in mice. Elp3 is essential for the IL-13-dependent induction of some glycolytic enzymes such as Hexokinase 1 and Aldolase A and consequently links specific metabolic pathways to tuft cell differentiation. Importantly, loss of epithelial Elp3 in the intestine blocks the translation of Nprl2, a mTORC1 inhibitor, which consequently enhances mTORC1 activation and stabilizes Atf4 in both transit amplifying and progenitor cells. Likewise, Atf4 overexpression in mouse intestinal epithelium blocks tuft cell differentiation and impairs the control of intestinal helminth infection. Collectively, our data define Atf4 as a negative regulator of tuft cell differentiation and provide insights into mechanisms through which some tRNA modifications promote a type 2 immune response to parasites in the intestine.",Mus musculus,GSE241625,2024/07/25,1.0,1,1,1,"Attempt 1: Score 1 - This dataset investigates the immune response to helminths and tuft cell differentiation in mice. While it touches on immune mechanisms, it does not focus on lung cancer or immunotherapy, making it minimally relevant to the query.","Attempt 2: Score 1 - While this dataset discusses immune responses and tuft cell differentiation, it primarily focuses on helminth infections rather than lung cancer or immunotherapies for lung cancer. The relevance to the query is minimal as it does not address lung cancer specifically.","Attempt 3: Score 1 - While this dataset discusses immune responses and tuft cell differentiation, it primarily focuses on helminth infections rather than lung cancer or immunotherapy, making it minimally relevant to the query."
22,200249258,Mammalian SWI/SNF complex activity regulates POU2F3 and constitutes a targetable dependency in small cell lung cancer,"Small cell lung cancers (SCLC) are comprised of heterogeneous subtypes marked by lineage-specific transcription factors, including ASCL1, NEUROD1, and POU2F3. POU2F3-positive SCLC, ~12% of all cases, are uniquely dependent on POU2F3 itself; as such, approaches to attenuate POU2F3 expression may represent new therapeutic opportunities for this subtype. Here using genome-scale CRISPR/Cas9-based screens reporting on POU2F3 expression in SCLC cell lines, we define mSWI/SNF complexes, including non-canonical BAF complexes (ncBAF), as top regulators of POU2F3 and dependencies specific to the POU2F3-positive subtype. Notably, clinical-grade pharmacologic mSWI/SNF complex inhibition attenuates proliferation of all POU2F3-positive SCLCs, while disruption of ncBAF via BRD9 degradation is uniquely effective in pure non-neuroendocrine POU2F3-SCLCs. mSWI/SNF complexes maintain accessibility over gene loci central to POU2F3-mediated gene regulatory networks. Finally, chemical targeting of SMARCA4/2 mSWI/SNF ATPases and BRD9 decrease POU2F3-SCLC tumor growth and increase survival in vivo. Taken together, these results define mSWI/SNF-mediated global governance of the POU2F3 oncogenic program and suggest mSWI/SNF inhibition as a therapeutic strategy in SCLC.",Homo sapiens,GSE249258,2024/06/14,7.3,8,8,6,"Attempt 1: Score 8 - This dataset explores the role of the SWI/SNF complex in small cell lung cancer (SCLC) and identifies potential therapeutic targets, aligning closely with the query on immunotherapies for lung cancer. The focus on a specific subtype of lung cancer enhances its relevance.","Attempt 2: Score 8 - This dataset investigates the SWI/SNF complex's role in regulating POU2F3 in small cell lung cancer (SCLC), which is directly relevant to lung cancer research. It explores potential therapeutic strategies, aligning well with the query's focus on immunotherapies for lung cancer.","Attempt 3: Score 6 - This dataset investigates the role of the SWI/SNF complex in regulating POU2F3 in small cell lung cancer (SCLC), which is a subtype of lung cancer. The focus on a specific lung cancer subtype aligns well with the query, though it doesn't directly address immunotherapy."
23,200271368,RNA-seq of live cell 3-D models with engineered genetic sub-types of lung cancer,"An experimental system was designed to screen for targetable signaling pathways linked to early 3D invasion in molecular subtypes, TP53 and LKB1, of KRAS-driven lung adenocarcinoma (LUAD). Live-cell imaging of human bronchial epithelial cells during 3D invasion was combined with RNA transcriptome profiling shown here.",Homo sapiens,GSE271368,2024/07/25,6.3,7,6,6,"Attempt 1: Score 7 - This dataset involves RNA-seq analysis of lung cancer models, specifically KRAS-driven lung adenocarcinoma. It is highly relevant as it examines molecular subtypes of lung cancer, though it does not explicitly focus on immunotherapy.","Attempt 2: Score 6 - This dataset involves RNA-seq of 3D models of lung cancer, specifically KRAS-driven lung adenocarcinoma. While it focuses on lung cancer, the connection to immunotherapy is less direct, as it primarily examines signaling pathways rather than immunotherapeutic approaches.","Attempt 3: Score 6 - This dataset involves RNA-seq of lung cancer models and examines signaling pathways related to lung adenocarcinoma. While it does not focus on immunotherapy, the relevance to lung cancer and the use of advanced methodologies make it applicable to the query."
24,200234161,Radiation dose heterogeneity primes response to immune checkpoint blockade to generate anti-tumor immunity,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,GSE234161,2024/07/12,2.3,3,3,1,"Attempt 1: Score 3 - This dataset discusses radiation dose heterogeneity and immune checkpoint blockade, which is somewhat relevant to immunotherapy. However, it primarily focuses on radiation therapy rather than directly on lung cancer immunotherapy.","Attempt 2: Score 3 - This dataset discusses radiation dose heterogeneity and immune checkpoint blockade, which are related to cancer treatment. However, it does not specifically focus on lung cancer or immunotherapy, making its relevance somewhat low.","Attempt 3: Score 1 - This dataset discusses radiation dose and immune checkpoint blockade but does not specifically focus on lung cancer or immunotherapy, resulting in minimal relevance to the query."
25,200269394,Long-lived central memory gamma delta T cells confer protection against murine cytomegalovirus reinfection,"The involvement of γδ TCR-bearing lymphocytes in immunological memory has gained increasing interest due to their functional duality between adaptive and innate immunity. γδ T effector memory (TEM) and central memory (TCM) subsets have been identified, but their respective roles in memory responses are poorly understood. In the present study, we used subsequent mouse cytomegalovirus (MCMV) infections of αβ T cell deficient mice in order to analyze the memory potential of γδ T cells. As for CMV-specific αβ T cells, MCMV induced the accumulation of cytolytic, KLRG1+CX3CR1+ γδ TEM that principally localized in infected organ vasculature. Typifying T cell memory, γδ T cell expansion in organs and blood was higher and more efficient after secondary viral challenge than after primary infection. Viral control upon MCMV reinfection was prevented when masking γδ T-cell receptor, and was associated with a preferential amplification of private and unfocused TCR δ chain repertoire composed of a combination of clonotypes expanded post-primary infection and, more unexpectedly, of novel expanded clonotypes. Finally, long-term-primed γδ TCM cells, but not γδ TEM cells, protected T cell-deficient hosts against MCMV-induced death upon adoptive transfer, probably through their ability to survive and to generate TEM in the recipient host. This better survival potential of TCM cells was confirmed by a detailed scRNASeq analysis of these two γδ T cell subsets which also revealed their similarity to classically adaptive αβ CD8 T cells. Overall, our study uncovered memory properties of long-lived TCM γδ T cells that confer protection in a chronic infection, highlighting the interest of this T cell subset in vaccination approaches.",Mus musculus,GSE269394,2024/07/25,1.0,1,1,1,"Attempt 1: Score 1 - This dataset focuses on γδ T cells and their role in viral infections, which is not directly related to lung cancer or immunotherapy, resulting in minimal relevance.","Attempt 2: Score 1 - This dataset focuses on γδ T cells and their role in viral infection, which is not directly related to lung cancer or immunotherapy. Its relevance to the query is minimal.","Attempt 3: Score 1 - This dataset focuses on γδ T cells and their role in viral infections rather than lung cancer or immunotherapy, leading to minimal relevance."
26,200249265,Transcriptomics of BMDM treated with PTEN in the presence or absence of STAT1 inhibitors,PTEN binds to and regulates polarization of TAMs to enhance antitumor immunity and suppress tumor growth，We hope to investigate whether STAT1 mediates the polarization effect of PTEN on TAMs as a downstream factor,Mus musculus,GSE249265,2024/07/25,4.7,5,5,4,"Attempt 1: Score 5 - This dataset examines the role of PTEN in tumor-associated macrophages (TAMs) and antitumor immunity. While it addresses immune mechanisms, it does not specifically focus on lung cancer, limiting its direct applicability.","Attempt 2: Score 5 - This dataset explores the role of PTEN in tumor-associated macrophages (TAMs) and antitumor immunity. While it addresses immune responses, it does not specifically focus on lung cancer, limiting its direct applicability to the query.","Attempt 3: Score 4 - This dataset explores the role of PTEN in tumor-associated macrophages (TAMs) and antitumor immunity, which is relevant to cancer immunotherapy. However, it does not specifically address lung cancer, limiting its direct applicability."
27,200239389,Prolyl hydroxylase domain enzyme PHD2 inhibits proliferation and metabolism in non–small cell lung cancer cells in HIF-dependent and HIF-independent manner,"Prolyl hydroxylase domain protein 2 (PHD2) is one of the intracellular oxygen sensors that mediates proteasomal degradation of hypoxia-inducible factor (HIF)-α via hydroxylation under normoxia. Because of its canonical function in the hypoxia signaling pathway, PHD2 is generally regarded as a tumor suppressor. However, the effects of PHD2 in tumorigenesis are not entirely dependent on HIF-α. Based on the data obtained from The Cancer Genome Atlas (TCGA) database, we found that the expression of PHD2 is upregulated in non-small cell lung cancer (NSCLC), which accounts for approximately 80-85% of lung cancers, suggesting that PHD2 may play an important role in NSCLC. However, the function of PHD2 in NSCLC remains largely unknown. In this study, we established PHD2-deficient H1299 cells to investigate the function of PHD2 in NSCLC, and found that PHD2 suppressed cell proliferation and metabolism, but induced ROS levels in human NSCLC cells. Further results indicated that the function of PHD2 in NSCLC is dependent on its enzymatic activity and partially independent of HIF. Moreover, we performed RNA-seq and transcriptomics analysis to explore the underlying mechanisms, and identified some potential targets and pathways regulated by PHD2, apart from the canonical HIF-mediated hypoxia signaling pathway. These results provide some clues to uncover novel roles of PHD2 in lung cancer progression.",Homo sapiens,GSE239389,2024/07/17,8.7,9,9,8,Attempt 1: Score 9 - This dataset investigates the role of PHD2 in non-small cell lung cancer (NSCLC) and its impact on tumor growth. Its focus on lung cancer and potential therapeutic implications makes it extremely relevant to the query.,"Attempt 2: Score 9 - This dataset examines the role of PHD2 in non-small cell lung cancer (NSCLC), highlighting its potential as a target in lung cancer therapy. The focus on NSCLC and the exploration of mechanisms relevant to tumor biology make it highly relevant to the query.","Attempt 3: Score 8 - This dataset investigates the role of PHD2 in non-small cell lung cancer (NSCLC), highlighting its potential role in tumorigenesis and suggesting therapeutic implications. This aligns closely with the query regarding lung cancer and immunotherapy."
