,ID,Title,Summary,Species,Accession,Date,RelevanceScore,IndividualScore1,IndividualScore2,IndividualScore3,Justification1,Justification2,Justification3
71,200267988,Transcription of HIV-1 at sites of intact latent provirus integration [scRNA-seq],"The study examined proviral and neighboring gene transcription at sites of intact latent HIV-1 integration in cultured T cells obtained directly from people living with HIV, as well as engineered primary T cells and cell lines and showed that the site of integration has a dominant effect on the transcriptional activity of intact HIV-1 proviruses in the latent reservoir",Homo sapiens,GSE267988,2024/06/25,1.3,1.0,1.0,2.0,"This dataset examines HIV-1 transcription in T cells, which is unrelated to lung cancer or immunotherapy. The biological concepts do not align with the research query.","This dataset examines HIV-1 transcription in T cells, which is unrelated to lung cancer or immunotherapy. The focus on a different viral infection significantly reduces its relevance.","This dataset studies HIV-1 transcription in T cells, which does not directly relate to lung cancer or immunotherapy. Its relevance is low as it does not address the specific query."
72,200272821,Multi-omics datasets for finer-scale dissection of chromatin architecture alterations in radiation induced malignant transformation of bronchial epithelial cells [STAG2 CUT&Tag],"we generated CUT&Tag, ATAC-seq, RNA-seq, high-resolution Hi-C and Micro-C datasets for finer-scale dissection of chromatin architecture alterations in radiation induced malignant transformation of bronchial epithelial cells.",Homo sapiens,GSE272821,2024/07/26,4.7,4.0,5.0,5.0,"This dataset involves chromatin architecture alterations in bronchial epithelial cells, which could be relevant to lung cancer. However, it does not specifically address immunotherapy, limiting its direct applicability.","This dataset involves chromatin architecture alterations in bronchial epithelial cells, which could have implications for lung cancer. While it does not directly address immunotherapy, the relevance to lung cancer biology contributes to a moderately relevant score.","This dataset involves chromatin architecture alterations in bronchial epithelial cells, which could relate to lung cancer biology. While it does not directly address immunotherapy, it provides insights that may be useful for understanding lung cancer."
73,200249362,Non-Canonical BAF and mSWI/SNF Regulates POU2F3 and are Selective Targetable Dependencies for POU2F3-Positive Small Cell Lung Cancer,"~12% of SCLCs are marked by the lineage transcription factor POU2F3, which is essential in all POU2F3-positive SCLCs. Thus, approaches to directly or indirectly inhibit POU2F3 could lead to new therapeutic strategies for POU2F3-positive SCLCs. Here we use a positive selection screening strategy where endogenous POU2F3 is fused to the suicide gene DCK*. Cells that express endogenous POU2F3-DCK* are killed in the presence of the nucleoside analog BVdU and only cells that downregulate the POU2F3-DCK* fusion survive. Genome-wide CRISPR/Cas9 resistance screens with BVdU in POU2F3-DCK* cells uncovered that inactivation of SMARCD1 or BRD9, both components of the non-canonical BAF (ncBAF) complex, markedly downregulate endogenous POU2F3. We find that all POU2F3-positive SCLC cell lines relative to ASCL1-positive and NEUROD1-positive cell lines, are exquisitely sensitive to mSWI/SNF complex inhibition using SMARCA2/4 inhibitors; while pure non-neuroendocrine POU2F3-positive SCLC cell lines are highly sensitive to ncBAF complex inhibition using highly selective BRD9 degraders. Mechanistically, BRD9 binds and regulates POU2F3 target genes including POU2F3 itself. BRD9 degraders or SMARCA2/4 inhibitors robustly decrease accessibility of POU2F3 target genes effectively shutting off POU2F3 function. Moreover, BRD9 degraders or SMARCA2/4 inhibitors decrease tumor growth and increase survival of mice bearing non-neuroendocrine POU2F3 xenografts. This works shows that mSWI/SNF and ncBAF tightly regulate POU2F3 expression and activity and nominate mSWI/SNF or ncBAF inhibition as druggable therapeutic strategies to selectively target POU2F3-positive SCLCs.",Homo sapiens,GSE249362,2024/06/14,6.0,5.0,7.0,6.0,"This dataset focuses on POU2F3-positive small cell lung cancer, which is relevant to lung cancer research. While it does not directly address immunotherapy, targeting POU2F3 could have implications for treatment strategies.",This dataset focuses on POU2F3-positive small cell lung cancer and identifies therapeutic strategies targeting this lineage transcription factor. Its direct relevance to lung cancer and potential therapeutic implications for immunotherapy contribute to a high relevance score.,"This dataset focuses on POU2F3-positive small cell lung cancer, making it directly relevant to lung cancer research. It discusses potential therapeutic strategies, aligning well with the query."
74,200230874,The DNA-repair protein APE1 contributes with hnRNPA2B1 to motif-enriched miRNA secretion,"The base excision repair (BER) Apurinic/apyrimidinic endonuclease 1 (APE1) enzyme is endowed with several non-repair activities, such as the cell response to genotoxic stress, the regulation of gene expression and miRNAs processing. We recently demonstrated that APE1 can be actively secreted by mammalian cells through exosomes. The role of APE1 in exosomes is still unknown, especially regarding the molecular mechanism involving small non-coding RNAs vesicular secretion. miRNAs loading into exosomes is a regulated and selective process, since not all the expressed miRNAs are indistinctly conveyed into exosomes. Through a dedicated transcriptomic analysis on cellular and vesicular small RNAs, we identified secreted miRNAs characterized by enriched sequence motifs and possible binding sites for APE1. In 50 out of 53 DE-miRNA precursors, we surprisingly found EXO motifs and proved that APE1 cooperates with hnRNPA2B1 for the EV-sorting of a subsets of miRNAs, including miR-1246, through a direct binding to GGAG stretch. We provide evidence of a new post-transcriptional role for this ubiquitous DNA-repair enzyme towards miRNAs secretion mechanisms, that could be exploited to interfere with tumor microenvironment.",Homo sapiens,GSE230874,2024/07/24,1.3,1.0,2.0,1.0,"This dataset investigates miRNA secretion mechanisms, which are unrelated to lung cancer or immunotherapy. The focus on DNA repair proteins does not align with the research query.","This dataset investigates the role of APE1 in miRNA secretion, which does not directly relate to lung cancer or immunotherapy. The focus on a different biological process limits its relevance.","This dataset investigates the role of APE1 in exosome-mediated miRNA secretion, which is unrelated to lung cancer or immunotherapy. The relevance to the query is minimal."
75,200234818,Faecalibaterium prausnitzii strain EXL01 boosts efficacy of Immune Checkpoint Inhibitors,"Gut microbiota impacts responses to immune checkpoint inhibitors (ICI). High level of Faecalibacterium prausnitzii has been associated with a positive response to ICI in multiple cancer types. Here, we show in two independent cohorts of patients with non-small cell lung cancer and advanced melanoma that high level of F. prausnitzii at baseline is positively associated with a better clinical response to ICI. In a mouse preclinical model, we show that the F. prausnitzii strain EXL01, already in clinical development for Inflammatory Bowel Disease, restores the anti-tumor response to ICI in the context of antibiotic-induced microbiota perturbation at clinical and tumor transcriptomics level. In vitro, EXL01 strain enhances T cell activation in the presence of ICI. Interestingly, oral administration of EXL01 strain is not associated with a change in fecal microbiota diversity or composition suggesting a direct effect on immune cells in the small intestine.",Mus musculus,GSE234818,2024/07/10,8.3,8.0,9.0,8.0,"This dataset explores the impact of Faecalibacterium prausnitzii on immune checkpoint inhibitors in lung cancer, making it highly relevant to the research query. The focus on microbiota and its effects on immunotherapy aligns closely with the objectives of exploring lung cancer treatments.",This dataset shows that Faecalibacterium prausnitzii enhances the efficacy of immune checkpoint inhibitors in non-small cell lung cancer. Its direct connection to lung cancer and immunotherapy makes it extremely relevant to the query.,"This dataset examines the impact of Faecalibacterium prausnitzii on immune checkpoint inhibitors in lung cancer, making it highly relevant to the query. It directly addresses immunotherapy in the context of lung cancer."
76,200245802,HMGA1 causes a global shift in chromatin architecture linked to transcriptional changes [ChIP-Seq],"High Mobility Group A1 (HMGA1) is an architectural chromatin-binding protein that regulates gene expression in various biological contexts, including differentiation and cancer. While previous studies show that HMGA1 acts by binding specific gene promoters or by contributing to the enhanceosome, its global effect on transcription remains unclear. HMGA1 is also critical for the formation of senescence-associated heterochromatic foci (SAHF) in oncogene-induced senescence (OIS), a stable form of cell cycle arrest with a pro-inflammatory phenotype. This link between the two roles of HMGA1, gene regulation and chromatin organisation, has not been fully explained. Here, we used graph theory and data integration from high-throughput assays to investigate how HMGA1 binding impacts the chromatin interactions network. Our results demonstrate that HMGA1 profoundly remodels the global chromatin network during OIS and contributes to stronger compartmentalization. This remodelling goes beyond SAHF, leading to substantial gene repositioning and differential gene expression, highlighting a novel role for HMGA1 in altering chromatin environments. The HMGA1 effects of gene expression go beyond senescence and appear to be relevant in other contexts, such as lung cancer.",Homo sapiens,GSE245802,2024/07/08,4.7,5.0,5.0,4.0,"This dataset examines chromatin architecture changes linked to transcriptional changes in lung cancer. While it does not focus on immunotherapy, understanding these changes could inform therapeutic strategies.","This dataset explores the role of HMGA1 in chromatin architecture and transcriptional changes in lung cancer. While it does not directly address immunotherapy, its relevance to lung cancer biology contributes to a moderately relevant score.","This dataset discusses chromatin architecture changes linked to transcriptional changes in cancer, including lung cancer. While it is relevant, it does not focus specifically on immunotherapy."
77,200189754,Divergent spatial microdomains drive inflammation and repair in Ulcerative and Immune Checkpoint Therapy Colitis - CD45 scRNA-Seq,"Adult inflammatory bowel disease is incompletely understood. We combine unbiased single-cell RNA sequencing (gene expression profiling, CITE-seq derived cell surface protein data, TCR and BCR sequence data) with unbiased spatial transcriptomics to interrogate changes across immune and non-immune populations in colitis and health, across tissue and blood. We compare idiopathic ulcerative colitis with hitherto under-studied immune checkpoint therapy induced colitis, utilizing non-inflamed disease states as additional controls. We identify patterns of inflammation and response unique and common to both diseases, and infer changes in cell trafficking with potential therapeutic implications. We go on to localize disease-specific changes in tissue using spatial transcriptomics. We leverage this data to interrogate cellular interactions in an unbiased manner, allowing us to describe novel microdomains of inflammation and repair.",Homo sapiens,GSE189754,2024/04/12,1.0,1.0,1.0,1.0,"This dataset focuses on inflammatory bowel disease and immune checkpoint therapy colitis, which are unrelated to lung cancer. The biological concepts do not align with the research query.","This dataset focuses on inflammatory bowel disease and immune checkpoint therapy colitis, which is unrelated to lung cancer. The lack of relevance to the query is significant.","This dataset focuses on inflammatory bowel disease and immune checkpoint therapy colitis, which are unrelated to lung cancer. The relevance to the query is minimal."
78,200272819,Multi-omics datasets for finer-scale dissection of chromatin architecture alterations in radiation induced malignant transformation of bronchial epithelial cells [CTCF CUT&Tag],"we generated CUT&Tag, ATAC-seq, RNA-seq, high-resolution Hi-C and Micro-C datasets for finer-scale dissection of chromatin architecture alterations in radiation induced malignant transformation of bronchial epithelial cells.",Homo sapiens,GSE272819,2024/07/26,4.7,4.0,5.0,5.0,"Similar to ID 200272821, this dataset involves chromatin architecture alterations in bronchial epithelial cells, which could be relevant to lung cancer. However, it does not specifically address immunotherapy, limiting its direct applicability.","This dataset involves chromatin architecture alterations in bronchial epithelial cells, which could have implications for lung cancer. While it does not directly address immunotherapy, the relevance to lung cancer biology contributes to a moderately relevant score.","This dataset involves chromatin architecture alterations in bronchial epithelial cells, which could relate to lung cancer biology. While it does not directly address immunotherapy, it provides insights that may be useful for understanding lung cancer."
79,200232149,Sodium chloride in the tumor microenvironment enhances T cell metabolic fitness and cytotoxicity,"The efficacy of antitumor immunity is associated with the metabolic state of cytotoxic T cells, which is highly amenable to perturbation by the tumor microenvironment. It is therefore of tremendous interest to bypass immunosuppressive signaling in the tumor microenvironment and to identify factors that augment T cell immunometabolism, cytotoxic effector functions and eventually tumor killing. Whether ionic signals serve as aberrant immune signals and influence the adaptive human antitumor immune response is still largely unexplored. We demonstrate a significant enrichment of sodium in solid tumors of breast cancer patients, which leaves a transcriptomic imprint on intratumoral immune cells. Sodium chloride (NaCl) enhanced the activation state and effector functions of human CD8+ memory T cells. These functional alterations were associated with improved metabolic fitness, in particular with an increase in glycolysis and oxidative phosphorylation and overall nutrient uptake. These NaCl-induced effects translated into increased tumor cell killing in vitro and in a tumor mouse model in vivo. We therefore propose NaCl as a positive regulator of acute antitumor immunity, which could be harnessed for ex vivo conditioning of adoptively transferred T cells in the future.",Homo sapiens,GSE232149,2024/06/21,8.7,9.0,8.0,9.0,"This dataset investigates how sodium chloride in the tumor microenvironment enhances T cell function and cytotoxicity, which is directly relevant to immunotherapy for lung cancer. The findings could inform strategies to improve T cell responses in lung cancer treatments.","This dataset investigates how sodium chloride in the tumor microenvironment enhances T cell metabolic fitness and cytotoxicity, which is highly relevant to immunotherapy for lung cancer. Its focus on T cell function in the context of cancer therapy aligns closely with the query.","This dataset explores how sodium chloride in the tumor microenvironment enhances T cell metabolic fitness and cytotoxicity, which is highly relevant for immunotherapy in lung cancer. It directly addresses the query by discussing T cell functions in the context of tumor immunity."
80,200262149,A whole-genome CRISPR screen identifies the spindle accessory checkpoint as a locus of nab-paclitaxel resistance in pancreatic cancer cells.,"Pancreatic adenocarcinoma is one of the most aggressive and lethal forms of cancer. Chemotherapy is the primary treatment for pancreatic cancer, but resistance to the drugs used remains a major challenge. A genome-wide CRISPR interference and knockout screen in the PANC-1 cell line with the drug nab-paclitaxel has identified a group of spindle assembly checkpoint (SAC) genes that enhance survival in nab-paclitaxel. Knockdown of these SAC genes (BUB1B, BUB3, and TTK) attenuates paclitaxel-induced cell death. Cells treated with the small molecule inhibitors BAY 1217389 or MPI 0479605, targeting the threonine tyrosine kinase (TTK), also enhance survival in paclitaxel. Overexpression of these SAC genes does not affect sensitivity to paclitaxel. These discoveries have helped to elucidate the mechanisms behind paclitaxel cytotoxicity. The outcomes of this investigation may pave the way for a deeper comprehension of the diverse responses of pancreatic cancer to therapies including paclitaxel. Additionally, they could facilitate the formulation of novel treatment approaches for pancreatic cancer.",Homo sapiens,GSE262149,2024/03/21,1.0,1.0,1.0,1.0,"This dataset focuses on pancreatic cancer and the mechanisms of drug resistance, which is not directly related to lung cancer or immunotherapy. While it does involve cancer biology, the specific genes and cell types studied are not applicable to lung cancer research.","This dataset focuses on pancreatic cancer and the mechanisms of drug resistance, which is not directly related to lung cancer or immunotherapy. While it involves cancer biology, the specific genes and methodologies discussed are not applicable to the research query on lung cancer immunotherapies.","This dataset focuses on pancreatic cancer and drug resistance mechanisms, which are not directly related to lung cancer or immunotherapy. While it involves human samples, the specific genes and methodologies discussed are not applicable to the research query."
81,200238159,Conserved long noncoding RNA TILAM promotes liver fibrosis in humans and mice.,"Fibrosis is the common endpoint for all forms of chronic liver injury, and progression of fibrosis is responsible for the development of end stage liver disease and liver failure. The activation of hepatic stellate cells (HSCs) and their transition to HSC myofibroblasts is a key step in the disease process, as these cells are the primary source of the extracellular matrix (ECM) proteins, which form the fibrotic scar. Long noncoding (lnc) RNAs can regulate the activity of HSCs, and lncRNAs that promote the fibrotic activity of HSCs may provide targets for antifibrotic therapies. Here, we identified and defined the functional mechanisms of a conserved lncRNA that plays a critical role in promoting liver fibrosis. We found that TILAM is conserved between human and mouse HSCs, and regulates expression of type 1 collagen, a major component of the ECM. To determine the role of TILAM in vivo, we annotated the mouse ortholog (Tilam), generated Tilam-deficient GFP-reporter mice, and challenged these mice in two different models of liver fibrosis. Analysis of GFP expression revealed that Tilam is induced in murine HSCs with the development of fibrosis in vivo. In both male and female mice, we also observed that loss of Tilam resulted in reduced fibrosis in the setting of injury induced by carbon tetrachloride (CCl4) and choline-deficient L-amino acid defined high fat diet (CDA-HFD). Finally, we found that TILAM interacts with PML to stabilize PML protein expression and promote the fibrotic activity of HSCs. Together, these results define an lncRNA conserved between humans and mice that is activated uniquely in HSCs to drive the development of fibrosis and could provide a therapeutic target to combat the development of end stage liver disease.",Homo sapiens; Mus musculus,GSE238159,2024/07/22,0.0,0.0,0.0,0.0,"This dataset investigates liver fibrosis and the role of long noncoding RNAs in liver disease, which is unrelated to lung cancer or immunotherapies. There are no relevant genes, species, or methodologies that align with the research query.","This dataset investigates liver fibrosis and the role of long noncoding RNA in liver disease, which is unrelated to lung cancer or immunotherapy. There are no relevant biological concepts that align with the research query.","This dataset investigates liver fibrosis and the role of long noncoding RNA in hepatic stellate cells. There is no relevance to lung cancer or immunotherapies, and it does not involve any related biological concepts."
82,200244105,Targeting DHX9 triggers interferon response and replication stress in Small Cell Lung Cancer,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,GSE244105,2024/02/01,6.0,6.0,6.0,6.0,"This dataset studies the role of DHX9 in small cell lung cancer, which is directly relevant to lung cancer research. It explores the immune response and replication stress, both of which are important in the context of immunotherapy. However, it does not focus specifically on immunotherapy strategies, which slightly limits its applicability.","This dataset explores the role of DHX9 in small cell lung cancer, which is directly relevant to lung cancer. It discusses the immune response and replication stress, which are important aspects of immunotherapy. However, the focus is more on the molecular mechanisms rather than direct immunotherapy applications.","This dataset targets DHX9 in small cell lung cancer, which is a subtype of lung cancer. It explores immune responses and replication stress, aligning well with the query about immunotherapies for lung cancer, although it does not focus specifically on immunotherapy applications."
83,200272308,RNA sequencing of nasal airway epithelial cells from preterm birth survivors at one year of age,"To investigate potential drivers of respiratory disease in survivors of preterm birth by examining the transcriptomic profile of airway epithelial cells at approximately one year of age. Nasal airway epithelial brushings were collected, and primary cell cultures established from 8 term (GA>37w, 3.0 ± 1.1 years at collection) and 11 preterm participants (GA 25-31.2 weeks, 1.4 ± 0.1 years at collection). RNA was extracted from cultured cells and bulk RNA sequencing performed on both the ex vivo and in vitro samples.",Homo sapiens,GSE272308,2024/07/16,1.3,0.0,2.0,2.0,"This dataset examines nasal airway epithelial cells from preterm birth survivors, which does not relate to lung cancer or immunotherapy. The focus on respiratory disease in a different context does not provide relevant insights for the query.","This dataset examines respiratory disease in preterm birth survivors, which is tangentially related to lung health but does not focus on lung cancer or immunotherapy. The biological concepts do not align closely with the research query.","This dataset examines respiratory disease in preterm birth survivors but does not focus on lung cancer or immunotherapy. While it involves lung-related samples, the relevance to the query is limited."
84,200244682,Digital transformation of herbal medicine: Conversion to biological entity data using tonifying herbal medicine-induced transcriptome sequencing_A549_batchA,"This study aimed to identify transcript expression induced by tonifying herbal medicines (THM) and modes of action (MOA) of THM in A549 cell line. For the production of THM-induced transcripts, tonifying herbal medicines water extract (THW) and tonifying herbal medicines ethanol extract (THE) were used.",Homo sapiens,GSE244682,2024/06/21,3.7,5.0,3.0,3.0,"This dataset involves the A549 cell line, which is a model for lung cancer, and investigates the effects of herbal medicine on gene expression. While it is somewhat relevant due to the cell line used, the focus on herbal medicine and not on immunotherapy limits its direct applicability to the research query.","This dataset investigates the effects of herbal medicine on the A549 lung cancer cell line, which is relevant to lung cancer research. However, it does not specifically address immunotherapy, limiting its direct applicability to the research query.","This dataset explores the effects of herbal medicine on the A549 cell line, which is a lung cancer cell line. However, it does not specifically address immunotherapy, limiting its relevance to the query."
85,200226967,Transcriptomic and metabolic effect of immune checkpoint inhibitors on cellular components in renal cell tumor microenvironment and in Sunitinib resistant renal cell carcinoma [II],"Tumor microenvironmental cellular components like bone marrow cells stromal cells macrophages changes due to sunitinib resistance may affect their efficacy in advanced stage renal cell carcinomas. Immune checkpoint inhibitors (ICIs) have been approved as 2nd line therapy over acquired resistance. Each ICI uniquely affected different cellular components. Better understanding of transcriptomic, metabolomic or proteomic changes due to ICI treatment is necessary to development proper immunotherapy.",Homo sapiens,GSE226967,2024/03/07,4.7,5.0,5.0,4.0,"This dataset explores immune checkpoint inhibitors in renal cell carcinoma, which is related to immunotherapy but not specifically to lung cancer. The methodologies and immune responses studied could provide insights applicable to lung cancer immunotherapy, but the focus on a different cancer type reduces its relevance.","This dataset discusses immune checkpoint inhibitors in the context of renal cell carcinoma, which is relevant to the broader field of immunotherapy. However, it does not focus on lung cancer specifically, which reduces its relevance to the query.","This dataset discusses immune checkpoint inhibitors in renal cell carcinoma, which is somewhat related to immunotherapy. However, it does not focus on lung cancer, which reduces its direct applicability to the research query."
86,200245801,HMGA1 causes a global shift in chromatin architecture linked to transcriptional changes [RNA-Seq],"High Mobility Group A1 (HMGA1) is an architectural chromatin-binding protein that regulates gene expression in various biological contexts, including differentiation and cancer. While previous studies show that HMGA1 acts by binding specific gene promoters or by contributing to the enhanceosome, its global effect on transcription remains unclear. HMGA1 is also critical for the formation of senescence-associated heterochromatic foci (SAHF) in oncogene-induced senescence (OIS), a stable form of cell cycle arrest with a pro-inflammatory phenotype. This link between the two roles of HMGA1, gene regulation and chromatin organisation, has not been fully explained. Here, we used graph theory and data integration from high-throughput assays to investigate how HMGA1 binding impacts the chromatin interactions network. Our results demonstrate that HMGA1 profoundly remodels the global chromatin network during OIS and contributes to stronger compartmentalization. This remodelling goes beyond SAHF, leading to substantial gene repositioning and differential gene expression, highlighting a novel role for HMGA1 in altering chromatin environments. The HMGA1 effects of gene expression go beyond senescence and appear to be relevant in other contexts, such as lung cancer.",Homo sapiens,GSE245801,2024/07/08,4.3,4.0,4.0,5.0,"This dataset discusses HMGA1's role in chromatin architecture and gene expression in cancer, including lung cancer. While it provides some relevant insights into gene regulation in cancer, it does not specifically focus on immunotherapy or lung cancer, which limits its relevance.","This dataset examines the role of HMGA1 in chromatin architecture and gene expression, with implications for lung cancer. While it discusses lung cancer, it does not directly address immunotherapy, which limits its relevance.","This dataset investigates HMGA1's role in chromatin architecture and gene expression, with implications in lung cancer. While it is relevant, it does not directly address immunotherapy, which limits its applicability."
87,200266144,Macrophage-mediated myelin-recycling fuels brain cancer malignancy (RNA-Seq in vivo),"Tumors growing in metabolically-challenged environments, such as glioblastoma in the brain, are particularly reliant on cross-talk with their tumor microenvironment (TME) to satisfy their high energetic needs. However, the intricacies of this metabolic interplay and the consequences on immune cell subset diversity and function remain largely unexplored. We interrogated the heterogeneity of the glioblastoma TME using single cell multi-omics analyses in preclinical glioblastoma mouse models and patient samples, and identified metabolically-rewired tumor-associated macrophage (TAM) subpopulations that fuel glioblastoma malignancy. These TAM subsets, termed lipid-laden macrophages (LLMs) to reflect their increased lipid metabolism activity and cholesterol storage, are epigenetically rewired, display immunosuppressive features and are enriched in the aggressive mesenchymal glioblastoma subtype. In response to TME-derived cues triggering liver-X-receptor (LXR) expression, macrophages increase engulfment of cholesterol-rich myelin debris and acquire an LLM phenotype. Subsequently, LLMs directly transfer myelin-derived lipids to cancer cells in an LXR/Abca1-dependent manner, thereby fueling the heightened metabolic demands of mesenchymal glioblastoma. Furthermore, LLM content predicts clinical outcomes and immune checkpoint blockade response in glioblastoma patients and other cancer types. Our work provides an in-depth understanding of the immune-metabolic interplay during glioblastoma progression in a subtype- and microanatomical niche-dependent manner, thereby laying a framework for the discovery of targetable metabolic vulnerabilities in glioblastoma.",Mus musculus,GSE266144,2024/06/30,0.0,0.0,0.0,0.0,"This dataset focuses on glioblastoma and the metabolic interplay in the tumor microenvironment, which is unrelated to lung cancer or immunotherapy. There are no relevant biological concepts that align with the research query.","This dataset focuses on glioblastoma and macrophage interactions, which are unrelated to lung cancer or immunotherapy. There are no relevant biological concepts that align with the research query.","This dataset focuses on glioblastoma and macrophage interactions, with no relevance to lung cancer or immunotherapy. The biological concepts discussed are unrelated to the query."
88,200260770,The activity and safety of sintilimab on high-risk ground glass opacity lesions in multiple primary lung cancer patients,"Lung cancer is the second most commonly diagnosed cancer and the leading cause of cancer death worldwide, of which approximately 85% are non-small cell lung cancer (NSCLC). The overall survival (OS) of patients with advanced NSCLC was significantly prolonged with immune checkpoint inhibitors (ICIs) targeting the programmed cell death-1 (PD-1) and programmed death-ligand 1 (PD-L1) axis. For early-stage lung cancer, the 5-year survival rate for patients ranges from 80% in stage IA to 41% in stage IIIA, and many cases relapse after surgical resection. Currently, multiple clinical trials have manifested the encouraging efficacy of neoadjuvant immunotherapy in stage I-IIIA resectable NSCLC. However, the effect of immunotherapy in ultra early-stage NSCLC patients with micro-invasive or even pre-invasive lesions remains unclear. In this study, we aimed to evaluate the activity and safety of sintilimab on high-risk ground glass opacity lesions in multiple primary lung cancer patients.",Homo sapiens,GSE260770,2024/05/01,9.3,9.0,10.0,9.0,"This dataset evaluates the activity and safety of sintilimab, an immune checkpoint inhibitor, in lung cancer patients. It is highly relevant as it directly addresses immunotherapy for lung cancer, with a strong focus on clinical outcomes and treatment efficacy.","This dataset is highly relevant as it evaluates the activity and safety of sintilimab, an immune checkpoint inhibitor, in lung cancer patients. It directly addresses the research query on immunotherapies for lung cancer.","This dataset evaluates the activity and safety of sintilimab, an immune checkpoint inhibitor, in lung cancer patients. It directly addresses the research query about immunotherapies for lung cancer, making it highly relevant."
89,200271085,Personalized dendritic cell vaccine facilitates the preparation of neoantigen-reactive T cells for adoptive transfer (scRNA-Seq),"Adoptive cell transfer (ACT) using neoantigen-specific T cells is an effective immunotherapeutic strategy. However, the difficulty in identifying and screening neoantigen-specific T cells limits its widespread application. Here, we prepared neoantigen-reactive T cells (NRTs) after immunization with a tumor lysate-loaded dendritic cell (DC) vaccine (OCDC) for ACT. Our results demonstrated that the OCDC vaccine could induce a neoantigen-specific immune response, and it was feasible to prepare NRTs by loading immunogenic neoantigens onto DCs and coculturing them with spleen lymphocytes from mice immunized with the OCDC vaccine. We then transferred these NRTs back to the LL/2 tumor-bearing mice after OCDC vaccine immunization and found that OCDC vaccine and NRTs adoptive transfer combination treatment could induce a stronger antitumor response. Furthermore, we found that infused NRTs could migrate into the tumor microenvironment to exert antitumor effects. Our research provides a new and convenient method of preparing NRTs for ACT. The clinical translation of this approach has the potential to increase ACT efficacy.",Mus musculus,GSE271085,2024/07/05,7.7,7.0,8.0,8.0,"This dataset discusses the preparation of neoantigen-reactive T cells for adoptive transfer, which is a relevant immunotherapeutic strategy. While it does not focus exclusively on lung cancer, the methodologies and immune responses studied could be applicable to lung cancer immunotherapy.","This dataset discusses the preparation of neoantigen-reactive T cells for adoptive transfer, a relevant immunotherapeutic strategy. While it does not focus exclusively on lung cancer, the methodology is applicable to lung cancer immunotherapy.","This dataset discusses a dendritic cell vaccine for preparing neoantigen-reactive T cells for adoptive transfer, which is a relevant immunotherapy strategy. Although it does not focus solely on lung cancer, the methodology is applicable."
90,200268048,The effect of exposure to neighborhood violence on GR signaling in lung tumors [CUT&Run],"Despite lower rates and intensity of smoking, Black men experience a higher incidence of lung cancer compared to White men. The racial disparity in lung cancer is particularly pronounced in Chicago, a highly segregated urban city. Neighborhood conditions, particularly social stress, may play a role in lung tumorigenesis. Preliminary studies indicate that Black men residing in neighborhoods with higher rates of violent crime have significantly higher levels of hair cortisol, an indicator of stress response. To examine the relationship between social stress exposure and gene expression in lung tumors, we investigated glucocorticoid receptor (GR) binding in lung tumor samples in relation to GR target gene expression levels and zip code level residential neighborhood violence. Spatial transcriptomics and a version of ChIP-sequencing known as CUT & RUN were used. GR recruitment to chromatin was correlated with neighborhood violent crime rate and overall GR binding increased with increasing neighborhood violent crime rates. Among patients residing in high-violence neighborhoods, tumor samples, compared to normal neighboring lung tissue, had fewer GR binding sites. The opposite was seen in patients residing in low-violence neighborhoods, with tumor samples having more GR binding sites when compared to normal lung tissue. Tumor samples from patients living in high-violence neighborhoods exhibited increased GR recruitment to genes associated with greater tumor aggressiveness. Our findings suggest that exposure to neighborhood violence may influence tumor biology via reprogramming GR recruitment. Prioritizing lung cancer screening in neighborhoods with increased social stress, such as high violence, may reduce racial disparities in lung cancer.",Homo sapiens,GSE268048,2024/07/10,6.3,6.0,6.0,7.0,"This dataset explores the effects of neighborhood violence on GR signaling in lung tumors, which is relevant to lung cancer research. It examines gene expression in lung tumors, but the focus on social stress factors may limit its direct applicability to immunotherapy.","This dataset explores the influence of neighborhood violence on lung tumor biology, which is relevant to lung cancer. It discusses gene expression and GR signaling, but does not directly address immunotherapy, limiting its relevance.","This dataset explores the effects of neighborhood violence on GR signaling in lung tumors, linking social stress to tumor biology. While it is relevant to lung cancer, it does not directly address immunotherapy."
